instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt,Season Name
3036,2011-05-11,2,0,5,9,0,3,1,1,203,Summer
3037,2011-05-11,2,0,5,10,0,3,1,1,154,Summer
3038,2011-05-11,2,0,5,11,0,3,1,1,141,Summer
3039,2011-05-11,2,0,5,12,0,3,1,1,226,Summer
3040,2011-05-11,2,0,5,13,0,3,1,1,193,Summer
3041,2011-05-11,2,0,5,14,0,3,1,1,177,Summer
3042,2011-05-11,2,0,5,15,0,3,1,1,179,Summer
3043,2011-05-11,2,0,5,16,0,3,1,1,289,Summer
3044,2011-05-11,2,0,5,17,0,3,1,1,259,Summer
3045,2011-05-11,2,0,5,18,0,3,1,1,274,Summer
3046,2011-05-11,2,0,5,19,0,3,1,1,401,Summer
3047,2011-05-11,2,0,5,20,0,3,1,1,273,Summer
3048,2011-05-11,2,0,5,21,0,3,1,1,234,Summer
3049,2011-05-11,2,0,5,22,0,3,1,1,146,Summer
3050,2011-05-11,2,0,5,23,0,3,1,1,81,Summer
3051,2011-05-12,2,0,5,0,0,4,1,2,44,Summer
3052,2011-05-12,2,0,5,1,0,4,1,1,17,Summer
3053,2011-05-12,2,0,5,2,0,4,1,1,15,Summer
3054,2011-05-12,2,0,5,3,0,4,1,1,5,Summer
3055,2011-05-12,2,0,5,4,0,4,1,1,6,Summer
3056,2011-05-12,2,0,5,5,0,4,1,1,29,Summer
3057,2011-05-12,2,0,5,6,0,4,1,1,112,Summer
3058,2011-05-12,2,0,5,7,0,4,1,1,297,Summer
3059,2011-05-12,2,0,5,8,0,4,1,1,421,Summer
3060,2011-05-12,2,0,5,9,0,4,1,2,212,Summer
3061,2011-05-12,2,0,5,10,0,4,1,2,147,Summer
3062,2011-05-12,2,0,5,11,0,4,1,1,179,Summer
3063,2011-05-12,2,0,5,12,0,4,1,1,207,Summer
3064,2011-05-12,2,0,5,13,0,4,1,2,218,Summer
3065,2011-05-12,2,0,5,14,0,4,1,2,191,Summer
3066,2011-05-12,2,0,5,15,0,4,1,2,217,Summer
3067,2011-05-12,2,0,5,16,0,4,1,2,288,Summer
3068,2011-05-12,2,0,5,17,0,4,1,2,594,Summer
3069,2011-05-12,2,0,5,18,0,4,1,1,527,Summer
3070,2011-05-12,2,0,5,19,0,4,1,2,364,Summer
3071,2011-05-12,2,0,5,20,0,4,1,1,276,Summer
3072,2011-05-12,2,0,5,21,0,4,1,1,223,Summer
3073,2011-05-12,2,0,5,22,0,4,1,1,172,Summer
3074,2011-05-12,2,0,5,23,0,4,1,2,103,Summer
3075,2011-05-13,2,0,5,0,0,5,1,2,52,Summer
3076,2011-05-13,2,0,5,1,0,5,1,1,20,Summer
3077,2011-05-13,2,0,5,2,0,5,1,2,11,Summer
3078,2011-05-13,2,0,5,3,0,5,1,2,4,Summer
3079,2011-05-13,2,0,5,4,0,5,1,3,5,Summer
3080,2011-05-13,2,0,5,5,0,5,1,2,25,Summer
3081,2011-05-13,2,0,5,6,0,5,1,3,82,Summer
3082,2011-05-13,2,0,5,7,0,5,1,3,157,Summer
3083,2011-05-13,2,0,5,8,0,5,1,2,387,Summer
3084,2011-05-13,2,0,5,9,0,5,1,2,233,Summer
3085,2011-05-13,2,0,5,10,0,5,1,2,130,Summer
3086,2011-05-13,2,0,5,11,0,5,1,2,146,Summer
3087,2011-05-13,2,0,5,12,0,5,1,2,223,Summer
3088,2011-05-13,2,0,5,13,0,5,1,2,226,Summer
3089,2011-05-13,2,0,5,14,0,5,1,2,190,Summer
3090,2011-05-13,2,0,5,15,0,5,1,2,198,Summer
3091,2011-05-13,2,0,5,16,0,5,1,2,300,Summer
3092,2011-05-13,2,0,5,17,0,5,1,3,491,Summer
3093,2011-05-13,2,0,5,18,0,5,1,3,398,Summer
3094,2011-05-13,2,0,5,19,0,5,1,2,270,Summer
3095,2011-05-13,2,0,5,20,0,5,1,2,152,Summer
3096,2011-05-13,2,0,5,21,0,5,1,2,154,Summer
3097,2011-05-13,2,0,5,22,0,5,1,2,132,Summer
3098,2011-05-13,2,0,5,23,0,5,1,3,119,Summer
3099,2011-05-14,2,0,5,0,0,6,0,2,102,Summer
3100,2011-05-14,2,0,5,1,0,6,0,2,82,Summer
3101,2011-05-14,2,0,5,2,0,6,0,2,52,Summer
3102,2011-05-14,2,0,5,3,0,6,0,2,35,Summer
3103,2011-05-14,2,0,5,4,0,6,0,2,5,Summer
3104,2011-05-14,2,0,5,5,0,6,0,2,14,Summer
3105,2011-05-14,2,0,5,6,0,6,0,2,11,Summer
3106,2011-05-14,2,0,5,7,0,6,0,3,32,Summer
3107,2011-05-14,2,0,5,8,0,6,0,3,88,Summer
3108,2011-05-14,2,0,5,9,0,6,0,2,100,Summer
3109,2011-05-14,2,0,5,10,0,6,0,2,167,Summer
3110,2011-05-14,2,0,5,11,0,6,0,2,279,Summer
3111,2011-05-14,2,0,5,12,0,6,0,3,279,Summer
3112,2011-05-14,2,0,5,13,0,6,0,3,248,Summer
3113,2011-05-14,2,0,5,14,0,6,0,2,216,Summer
3114,2011-05-14,2,0,5,15,0,6,0,2,294,Summer
3115,2011-05-14,2,0,5,16,0,6,0,2,295,Summer
3116,2011-05-14,2,0,5,17,0,6,0,2,272,Summer
3117,2011-05-14,2,0,5,18,0,6,0,2,304,Summer
3118,2011-05-14,2,0,5,19,0,6,0,3,248,Summer
3119,2011-05-14,2,0,5,20,0,6,0,3,157,Summer
3120,2011-05-14,2,0,5,21,0,6,0,3,59,Summer
3121,2011-05-14,2,0,5,22,0,6,0,3,26,Summer
3122,2011-05-14,2,0,5,23,0,6,0,3,44,Summer
3123,2011-05-15,2,0,5,0,0,0,0,2,39,Summer
3124,2011-05-15,2,0,5,1,0,0,0,2,47,Summer
3125,2011-05-15,2,0,5,2,0,0,0,2,50,Summer
3126,2011-05-15,2,0,5,3,0,0,0,2,32,Summer
3127,2011-05-15,2,0,5,4,0,0,0,2,13,Summer
3128,2011-05-15,2,0,5,5,0,0,0,3,14,Summer
3129,2011-05-15,2,0,5,6,0,0,0,2,17,Summer
3130,2011-05-15,2,0,5,7,0,0,0,2,42,Summer
3131,2011-05-15,2,0,5,8,0,0,0,2,70,Summer
3132,2011-05-15,2,0,5,9,0,0,0,1,134,Summer
3133,2011-05-15,2,0,5,10,0,0,0,1,226,Summer
3134,2011-05-15,2,0,5,11,0,0,0,1,322,Summer
3135,2011-05-15,2,0,5,12,0,0,0,1,367,Summer
3136,2011-05-15,2,0,5,13,0,0,0,1,456,Summer
3137,2011-05-15,2,0,5,14,0,0,0,1,437,Summer
3138,2011-05-15,2,0,5,15,0,0,0,1,459,Summer
3139,2011-05-15,2,0,5,16,0,0,0,1,440,Summer
3140,2011-05-15,2,0,5,17,0,0,0,3,392,Summer
3141,2011-05-15,2,0,5,18,0,0,0,1,237,Summer
3142,2011-05-15,2,0,5,19,0,0,0,1,231,Summer
3143,2011-05-15,2,0,5,20,0,0,0,1,191,Summer
3144,2011-05-15,2,0,5,21,0,0,0,1,151,Summer
3145,2011-05-15,2,0,5,22,0,0,0,1,117,Summer
3146,2011-05-15,2,0,5,23,0,0,0,1,69,Summer
3147,2011-05-16,2,0,5,0,0,1,1,1,38,Summer
3148,2011-05-16,2,0,5,1,0,1,1,1,14,Summer
3149,2011-05-16,2,0,5,2,0,1,1,1,13,Summer
3150,2011-05-16,2,0,5,3,0,1,1,1,4,Summer
3151,2011-05-16,2,0,5,4,0,1,1,1,6,Summer
3152,2011-05-16,2,0,5,5,0,1,1,1,21,Summer
3153,2011-05-16,2,0,5,6,0,1,1,1,104,Summer
3154,2011-05-16,2,0,5,7,0,1,1,1,272,Summer
3155,2011-05-16,2,0,5,8,0,1,1,1,394,Summer
3156,2011-05-16,2,0,5,9,0,1,1,1,194,Summer
3157,2011-05-16,2,0,5,10,0,1,1,1,112,Summer
3158,2011-05-16,2,0,5,11,0,1,1,1,185,Summer
3159,2011-05-16,2,0,5,12,0,1,1,1,209,Summer
3160,2011-05-16,2,0,5,13,0,1,1,1,214,Summer
3161,2011-05-16,2,0,5,14,0,1,1,1,193,Summer
3162,2011-05-16,2,0,5,15,0,1,1,1,165,Summer
3163,2011-05-16,2,0,5,16,0,1,1,3,226,Summer
3164,2011-05-16,2,0,5,17,0,1,1,1,274,Summer
3165,2011-05-16,2,0,5,18,0,1,1,3,453,Summer
3166,2011-05-16,2,0,5,19,0,1,1,1,308,Summer
3167,2011-05-16,2,0,5,20,0,1,1,1,198,Summer
3168,2011-05-16,2,0,5,21,0,1,1,1,177,Summer
3169,2011-05-16,2,0,5,22,0,1,1,1,127,Summer
3170,2011-05-16,2,0,5,23,0,1,1,1,57,Summer
3171,2011-05-17,2,0,5,0,0,2,1,2,31,Summer
3172,2011-05-17,2,0,5,1,0,2,1,3,13,Summer
3173,2011-05-17,2,0,5,2,0,2,1,3,8,Summer
3174,2011-05-17,2,0,5,3,0,2,1,3,4,Summer
3175,2011-05-17,2,0,5,4,0,2,1,3,4,Summer
3176,2011-05-17,2,0,5,5,0,2,1,3,22,Summer
3177,2011-05-17,2,0,5,6,0,2,1,3,49,Summer
3178,2011-05-17,2,0,5,7,0,2,1,2,151,Summer
3179,2011-05-17,2,0,5,8,0,2,1,2,347,Summer
3180,2011-05-17,2,0,5,9,0,2,1,2,207,Summer
3181,2011-05-17,2,0,5,10,0,2,1,3,104,Summer
3182,2011-05-17,2,0,5,11,0,2,1,2,130,Summer
3183,2011-05-17,2,0,5,12,0,2,1,3,153,Summer
3184,2011-05-17,2,0,5,13,0,2,1,2,172,Summer
3185,2011-05-17,2,0,5,14,0,2,1,1,184,Summer
3186,2011-05-17,2,0,5,15,0,2,1,1,210,Summer
3187,2011-05-17,2,0,5,16,0,2,1,1,290,Summer
3188,2011-05-17,2,0,5,17,0,2,1,1,604,Summer
3189,2011-05-17,2,0,5,18,0,2,1,1,480,Summer
3190,2011-05-17,2,0,5,19,0,2,1,1,349,Summer
3191,2011-05-17,2,0,5,20,0,2,1,1,283,Summer
3192,2011-05-17,2,0,5,21,0,2,1,1,174,Summer
3193,2011-05-17,2,0,5,22,0,2,1,2,98,Summer
3194,2011-05-17,2,0,5,23,0,2,1,2,56,Summer
3195,2011-05-18,2,0,5,0,0,3,1,2,23,Summer
3196,2011-05-18,2,0,5,1,0,3,1,2,12,Summer
3197,2011-05-18,2,0,5,2,0,3,1,3,6,Summer
3198,2011-05-18,2,0,5,3,0,3,1,3,9,Summer
3199,2011-05-18,2,0,5,4,0,3,1,3,3,Summer
3200,2011-05-18,2,0,5,5,0,3,1,1,9,Summer
3201,2011-05-18,2,0,5,6,0,3,1,1,101,Summer
3202,2011-05-18,2,0,5,7,0,3,1,1,274,Summer
3203,2011-05-18,2,0,5,8,0,3,1,1,453,Summer
3204,2011-05-18,2,0,5,9,0,3,1,3,202,Summer
3205,2011-05-18,2,0,5,10,0,3,1,3,106,Summer
3206,2011-05-18,2,0,5,11,0,3,1,2,23,Summer
3207,2011-05-18,2,0,5,12,0,3,1,1,54,Summer
3208,2011-05-18,2,0,5,13,0,3,1,2,122,Summer
3209,2011-05-18,2,0,5,14,0,3,1,2,138,Summer
3210,2011-05-18,2,0,5,15,0,3,1,1,167,Summer
3211,2011-05-18,2,0,5,16,0,3,1,1,294,Summer
3212,2011-05-18,2,0,5,17,0,3,1,1,565,Summer
3213,2011-05-18,2,0,5,18,0,3,1,1,489,Summer
3214,2011-05-18,2,0,5,19,0,3,1,3,331,Summer
3215,2011-05-18,2,0,5,20,0,3,1,3,213,Summer
3216,2011-05-18,2,0,5,21,0,3,1,1,85,Summer
3217,2011-05-18,2,0,5,22,0,3,1,1,117,Summer
3218,2011-05-18,2,0,5,23,0,3,1,1,59,Summer
3219,2011-05-19,2,0,5,0,0,4,1,1,29,Summer
3220,2011-05-19,2,0,5,1,0,4,1,1,6,Summer
3221,2011-05-19,2,0,5,2,0,4,1,1,15,Summer
3222,2011-05-19,2,0,5,3,0,4,1,1,4,Summer
3223,2011-05-19,2,0,5,4,0,4,1,1,5,Summer
3224,2011-05-19,2,0,5,5,0,4,1,1,26,Summer
3225,2011-05-19,2,0,5,6,0,4,1,2,103,Summer
3226,2011-05-19,2,0,5,7,0,4,1,2,257,Summer
3227,2011-05-19,2,0,5,8,0,4,1,2,487,Summer
3228,2011-05-19,2,0,5,9,0,4,1,2,216,Summer
3229,2011-05-19,2,0,5,10,0,4,1,2,130,Summer
3230,2011-05-19,2,0,5,11,0,4,1,3,164,Summer
3231,2011-05-19,2,0,5,12,0,4,1,2,168,Summer
3232,2011-05-19,2,0,5,13,0,4,1,3,183,Summer
3233,2011-05-19,2,0,5,14,0,4,1,3,180,Summer
3234,2011-05-19,2,0,5,15,0,4,1,1,188,Summer
3235,2011-05-19,2,0,5,16,0,4,1,1,302,Summer
3236,2011-05-19,2,0,5,17,0,4,1,1,547,Summer
3237,2011-05-19,2,0,5,18,0,4,1,1,513,Summer
3238,2011-05-19,2,0,5,19,0,4,1,1,410,Summer
3239,2011-05-19,2,0,5,20,0,4,1,1,282,Summer
3240,2011-05-19,2,0,5,21,0,4,1,1,209,Summer
3241,2011-05-19,2,0,5,22,0,4,1,3,79,Summer
3242,2011-05-19,2,0,5,23,0,4,1,1,72,Summer
3243,2011-05-20,2,0,5,0,0,5,1,1,48,Summer
3244,2011-05-20,2,0,5,1,0,5,1,1,25,Summer
3245,2011-05-20,2,0,5,2,0,5,1,1,8,Summer
3246,2011-05-20,2,0,5,3,0,5,1,1,5,Summer
3247,2011-05-20,2,0,5,4,0,5,1,1,5,Summer
3248,2011-05-20,2,0,5,5,0,5,1,1,28,Summer
3249,2011-05-20,2,0,5,6,0,5,1,1,117,Summer
3250,2011-05-20,2,0,5,7,0,5,1,1,319,Summer
3251,2011-05-20,2,0,5,8,0,5,1,1,517,Summer
3252,2011-05-20,2,0,5,9,0,5,1,1,234,Summer
3253,2011-05-20,2,0,5,10,0,5,1,1,148,Summer
3254,2011-05-20,2,0,5,11,0,5,1,2,196,Summer
3255,2011-05-20,2,0,5,12,0,5,1,2,255,Summer
3256,2011-05-20,2,0,5,13,0,5,1,3,232,Summer
3257,2011-05-20,2,0,5,14,0,5,1,1,197,Summer
3258,2011-05-20,2,0,5,15,0,5,1,2,242,Summer
3259,2011-05-20,2,0,5,16,0,5,1,2,330,Summer
3260,2011-05-20,2,0,5,17,0,5,1,1,554,Summer
3261,2011-05-20,2,0,5,18,0,5,1,1,473,Summer
3262,2011-05-20,2,0,5,19,0,5,1,1,302,Summer
3263,2011-05-20,2,0,5,20,0,5,1,1,220,Summer
3264,2011-05-20,2,0,5,21,0,5,1,1,195,Summer
3265,2011-05-20,2,0,5,22,0,5,1,1,152,Summer
3266,2011-05-20,2,0,5,23,0,5,1,1,115,Summer
3267,2011-05-21,2,0,5,0,0,6,0,1,98,Summer
3268,2011-05-21,2,0,5,1,0,6,0,1,72,Summer
3269,2011-05-21,2,0,5,2,0,6,0,1,40,Summer
3270,2011-05-21,2,0,5,3,0,6,0,1,19,Summer
3271,2011-05-21,2,0,5,4,0,6,0,1,7,Summer
3272,2011-05-21,2,0,5,5,0,6,0,1,5,Summer
3273,2011-05-21,2,0,5,6,0,6,0,1,28,Summer
3274,2011-05-21,2,0,5,7,0,6,0,1,43,Summer
3275,2011-05-21,2,0,5,8,0,6,0,1,126,Summer
3276,2011-05-21,2,0,5,9,0,6,0,1,225,Summer
3277,2011-05-21,2,0,5,10,0,6,0,1,323,Summer
3278,2011-05-21,2,0,5,11,0,6,0,1,418,Summer
3279,2011-05-21,2,0,5,12,0,6,0,1,493,Summer
3280,2011-05-21,2,0,5,13,0,6,0,1,462,Summer
3281,2011-05-21,2,0,5,14,0,6,0,1,456,Summer
3282,2011-05-21,2,0,5,15,0,6,0,1,506,Summer
3283,2011-05-21,2,0,5,16,0,6,0,2,471,Summer
3284,2011-05-21,2,0,5,17,0,6,0,2,444,Summer
3285,2011-05-21,2,0,5,18,0,6,0,2,444,Summer
3286,2011-05-21,2,0,5,19,0,6,0,1,301,Summer
3287,2011-05-21,2,0,5,20,0,6,0,1,248,Summer
3288,2011-05-21,2,0,5,21,0,6,0,1,227,Summer
3289,2011-05-21,2,0,5,22,0,6,0,1,204,Summer
3290,2011-05-21,2,0,5,23,0,6,0,1,145,Summer
3291,2011-05-22,2,0,5,0,0,0,0,1,131,Summer
3292,2011-05-22,2,0,5,1,0,0,0,1,98,Summer
3293,2011-05-22,2,0,5,2,0,0,0,1,68,Summer
3294,2011-05-22,2,0,5,3,0,0,0,1,33,Summer
3295,2011-05-22,2,0,5,4,0,0,0,1,12,Summer
3296,2011-05-22,2,0,5,5,0,0,0,1,6,Summer
3297,2011-05-22,2,0,5,6,0,0,0,1,18,Summer
3298,2011-05-22,2,0,5,7,0,0,0,1,40,Summer
3299,2011-05-22,2,0,5,8,0,0,0,1,94,Summer
3300,2011-05-22,2,0,5,9,0,0,0,1,189,Summer
3301,2011-05-22,2,0,5,10,0,0,0,1,305,Summer
3302,2011-05-22,2,0,5,11,0,0,0,1,373,Summer
3303,2011-05-22,2,0,5,12,0,0,0,2,401,Summer
3304,2011-05-22,2,0,5,13,0,0,0,2,455,Summer
3305,2011-05-22,2,0,5,14,0,0,0,3,316,Summer
3306,2011-05-22,2,0,5,15,0,0,0,2,331,Summer
3307,2011-05-22,2,0,5,16,0,0,0,1,273,Summer
3308,2011-05-22,2,0,5,17,0,0,0,1,306,Summer
3309,2011-05-22,2,0,5,18,0,0,0,1,358,Summer
3310,2011-05-22,2,0,5,19,0,0,0,1,300,Summer
3311,2011-05-22,2,0,5,20,0,0,0,1,231,Summer
3312,2011-05-22,2,0,5,21,0,0,0,1,136,Summer
3313,2011-05-22,2,0,5,22,0,0,0,1,121,Summer
3314,2011-05-22,2,0,5,23,0,0,0,2,65,Summer
3315,2011-05-23,2,0,5,0,0,1,1,2,41,Summer
3316,2011-05-23,2,0,5,1,0,1,1,1,9,Summer
3317,2011-05-23,2,0,5,2,0,1,1,3,5,Summer
3318,2011-05-23,2,0,5,3,0,1,1,3,4,Summer
3319,2011-05-23,2,0,5,4,0,1,1,2,4,Summer
3320,2011-05-23,2,0,5,5,0,1,1,2,11,Summer
3321,2011-05-23,2,0,5,6,0,1,1,2,96,Summer
3322,2011-05-23,2,0,5,7,0,1,1,2,236,Summer
3323,2011-05-23,2,0,5,8,0,1,1,1,409,Summer
3324,2011-05-23,2,0,5,9,0,1,1,1,167,Summer
3325,2011-05-23,2,0,5,10,0,1,1,1,121,Summer
3326,2011-05-23,2,0,5,11,0,1,1,1,180,Summer
3327,2011-05-23,2,0,5,12,0,1,1,1,204,Summer
3328,2011-05-23,2,0,5,13,0,1,1,2,204,Summer
3329,2011-05-23,2,0,5,14,0,1,1,2,187,Summer
3330,2011-05-23,2,0,5,15,0,1,1,2,176,Summer
3331,2011-05-23,2,0,5,16,0,1,1,2,279,Summer
3332,2011-05-23,2,0,5,17,0,1,1,3,429,Summer
3333,2011-05-23,2,0,5,18,0,1,1,1,453,Summer
3334,2011-05-23,2,0,5,19,0,1,1,1,358,Summer
3335,2011-05-23,2,0,5,20,0,1,1,1,310,Summer
3336,2011-05-23,2,0,5,21,0,1,1,1,188,Summer
3337,2011-05-23,2,0,5,22,0,1,1,1,131,Summer
3338,2011-05-23,2,0,5,23,0,1,1,2,72,Summer
3339,2011-05-24,2,0,5,0,0,2,1,2,35,Summer
3340,2011-05-24,2,0,5,1,0,2,1,2,15,Summer
3341,2011-05-24,2,0,5,2,0,2,1,2,10,Summer
3342,2011-05-24,2,0,5,3,0,2,1,2,2,Summer
3343,2011-05-24,2,0,5,4,0,2,1,1,4,Summer
3344,2011-05-24,2,0,5,5,0,2,1,2,24,Summer
3345,2011-05-24,2,0,5,6,0,2,1,2,112,Summer
3346,2011-05-24,2,0,5,7,0,2,1,3,314,Summer
3347,2011-05-24,2,0,5,8,0,2,1,3,434,Summer
3348,2011-05-24,2,0,5,9,0,2,1,2,138,Summer
3349,2011-05-24,2,0,5,10,0,2,1,1,108,Summer
3350,2011-05-24,2,0,5,11,0,2,1,1,175,Summer
3351,2011-05-24,2,0,5,12,0,2,1,1,170,Summer
3352,2011-05-24,2,0,5,13,0,2,1,1,190,Summer
3353,2011-05-24,2,0,5,14,0,2,1,1,153,Summer
3354,2011-05-24,2,0,5,15,0,2,1,3,188,Summer
3355,2011-05-24,2,0,5,16,0,2,1,1,277,Summer
3356,2011-05-24,2,0,5,17,0,2,1,1,548,Summer
3357,2011-05-24,2,0,5,18,0,2,1,1,564,Summer
3358,2011-05-24,2,0,5,19,0,2,1,1,355,Summer
3359,2011-05-24,2,0,5,20,0,2,1,1,280,Summer
3360,2011-05-24,2,0,5,21,0,2,1,1,189,Summer
3361,2011-05-24,2,0,5,22,0,2,1,3,141,Summer
3362,2011-05-24,2,0,5,23,0,2,1,3,66,Summer
3363,2011-05-25,2,0,5,0,0,3,1,3,35,Summer
3364,2011-05-25,2,0,5,1,0,3,1,3,8,Summer
3365,2011-05-25,2,0,5,2,0,3,1,2,8,Summer
3366,2011-05-25,2,0,5,3,0,3,1,1,9,Summer
3367,2011-05-25,2,0,5,4,0,3,1,1,3,Summer
3368,2011-05-25,2,0,5,5,0,3,1,1,25,Summer
3369,2011-05-25,2,0,5,6,0,3,1,1,117,Summer
3370,2011-05-25,2,0,5,7,0,3,1,1,313,Summer
3371,2011-05-25,2,0,5,8,0,3,1,1,531,Summer
3372,2011-05-25,2,0,5,9,0,3,1,1,234,Summer
3373,2011-05-25,2,0,5,10,0,3,1,1,135,Summer
3374,2011-05-25,2,0,5,11,0,3,1,1,140,Summer
3375,2011-05-25,2,0,5,12,0,3,1,1,210,Summer
3376,2011-05-25,2,0,5,13,0,3,1,1,202,Summer
3377,2011-05-25,2,0,5,14,0,3,1,1,168,Summer
3378,2011-05-25,2,0,5,15,0,3,1,1,182,Summer
3379,2011-05-25,2,0,5,16,0,3,1,1,299,Summer
3380,2011-05-25,2,0,5,17,0,3,1,1,601,Summer
3381,2011-05-25,2,0,5,18,0,3,1,1,517,Summer
3382,2011-05-25,2,0,5,19,0,3,1,1,405,Summer
3383,2011-05-25,2,0,5,20,0,3,1,1,340,Summer
3384,2011-05-25,2,0,5,21,0,3,1,1,236,Summer
3385,2011-05-25,2,0,5,22,0,3,1,1,174,Summer
3386,2011-05-25,2,0,5,23,0,3,1,1,86,Summer
3387,2011-05-26,2,0,5,0,0,4,1,1,45,Summer
3388,2011-05-26,2,0,5,1,0,4,1,1,16,Summer
3389,2011-05-26,2,0,5,2,0,4,1,1,14,Summer
3390,2011-05-26,2,0,5,3,0,4,1,1,4,Summer
3391,2011-05-26,2,0,5,4,0,4,1,1,2,Summer
3392,2011-05-26,2,0,5,5,0,4,1,2,27,Summer
3393,2011-05-26,2,0,5,6,0,4,1,2,98,Summer
3394,2011-05-26,2,0,5,7,0,4,1,2,286,Summer
3395,2011-05-26,2,0,5,8,0,4,1,2,489,Summer
3396,2011-05-26,2,0,5,9,0,4,1,1,216,Summer
3397,2011-05-26,2,0,5,10,0,4,1,1,143,Summer
3398,2011-05-26,2,0,5,11,0,4,1,1,160,Summer
3399,2011-05-26,2,0,5,12,0,4,1,1,194,Summer
3400,2011-05-26,2,0,5,13,0,4,1,1,197,Summer
3401,2011-05-26,2,0,5,14,0,4,1,1,189,Summer
3402,2011-05-26,2,0,5,15,0,4,1,2,141,Summer
3403,2011-05-26,2,0,5,16,0,4,1,2,291,Summer
3404,2011-05-26,2,0,5,17,0,4,1,1,494,Summer
3405,2011-05-26,2,0,5,18,0,4,1,1,478,Summer
3406,2011-05-26,2,0,5,19,0,4,1,1,378,Summer
3407,2011-05-26,2,0,5,20,0,4,1,1,322,Summer
3408,2011-05-26,2,0,5,21,0,4,1,1,223,Summer
3409,2011-05-26,2,0,5,22,0,4,1,1,180,Summer
3410,2011-05-26,2,0,5,23,0,4,1,1,90,Summer
3411,2011-05-27,2,0,5,0,0,5,1,1,69,Summer
3412,2011-05-27,2,0,5,1,0,5,1,1,50,Summer
3413,2011-05-27,2,0,5,2,0,5,1,1,18,Summer
3414,2011-05-27,2,0,5,3,0,5,1,1,12,Summer
3415,2011-05-27,2,0,5,4,0,5,1,1,7,Summer
3416,2011-05-27,2,0,5,5,0,5,1,1,31,Summer
3417,2011-05-27,2,0,5,6,0,5,1,1,81,Summer
3418,2011-05-27,2,0,5,7,0,5,1,1,249,Summer
3419,2011-05-27,2,0,5,8,0,5,1,1,418,Summer
3420,2011-05-27,2,0,5,9,0,5,1,1,227,Summer
3421,2011-05-27,2,0,5,10,0,5,1,1,153,Summer
3422,2011-05-27,2,0,5,11,0,5,1,2,166,Summer
3423,2011-05-27,2,0,5,12,0,5,1,2,243,Summer
3424,2011-05-27,2,0,5,13,0,5,1,1,209,Summer
3425,2011-05-27,2,0,5,14,0,5,1,1,239,Summer
3426,2011-05-27,2,0,5,15,0,5,1,1,356,Summer
3427,2011-05-27,2,0,5,16,0,5,1,2,419,Summer
3428,2011-05-27,2,0,5,17,0,5,1,1,491,Summer
3429,2011-05-27,2,0,5,18,0,5,1,2,399,Summer
3430,2011-05-27,2,0,5,19,0,5,1,3,279,Summer
3431,2011-05-27,2,0,5,20,0,5,1,2,144,Summer
3432,2011-05-27,2,0,5,21,0,5,1,1,151,Summer
3433,2011-05-27,2,0,5,22,0,5,1,1,141,Summer
3434,2011-05-27,2,0,5,23,0,5,1,1,127,Summer
3435,2011-05-28,2,0,5,0,0,6,0,1,94,Summer
3436,2011-05-28,2,0,5,1,0,6,0,1,55,Summer
3437,2011-05-28,2,0,5,2,0,6,0,1,48,Summer
3438,2011-05-28,2,0,5,3,0,6,0,1,15,Summer
3439,2011-05-28,2,0,5,4,0,6,0,1,4,Summer
3440,2011-05-28,2,0,5,5,0,6,0,1,7,Summer
3441,2011-05-28,2,0,5,6,0,6,0,1,19,Summer
3442,2011-05-28,2,0,5,7,0,6,0,1,50,Summer
3443,2011-05-28,2,0,5,8,0,6,0,1,102,Summer
3444,2011-05-28,2,0,5,9,0,6,0,1,177,Summer
3445,2011-05-28,2,0,5,10,0,6,0,1,276,Summer
3446,2011-05-28,2,0,5,11,0,6,0,1,349,Summer
3447,2011-05-28,2,0,5,12,0,6,0,1,358,Summer
3448,2011-05-28,2,0,5,13,0,6,0,1,385,Summer
3449,2011-05-28,2,0,5,14,0,6,0,1,382,Summer
3450,2011-05-28,2,0,5,15,0,6,0,1,374,Summer
3451,2011-05-28,2,0,5,16,0,6,0,1,402,Summer
3452,2011-05-28,2,0,5,17,0,6,0,1,341,Summer
3453,2011-05-28,2,0,5,18,0,6,0,1,385,Summer
3454,2011-05-28,2,0,5,19,0,6,0,1,252,Summer
3455,2011-05-28,2,0,5,20,0,6,0,1,196,Summer
3456,2011-05-28,2,0,5,21,0,6,0,1,201,Summer
3457,2011-05-28,2,0,5,22,0,6,0,1,161,Summer
3458,2011-05-28,2,0,5,23,0,6,0,1,125,Summer
3459,2011-05-29,2,0,5,0,0,0,0,1,83,Summer
3460,2011-05-29,2,0,5,1,0,0,0,1,66,Summer
3461,2011-05-29,2,0,5,2,0,0,0,1,61,Summer
3462,2011-05-29,2,0,5,3,0,0,0,1,26,Summer
3463,2011-05-29,2,0,5,4,0,0,0,1,23,Summer
3464,2011-05-29,2,0,5,5,0,0,0,1,6,Summer
3465,2011-05-29,2,0,5,6,0,0,0,2,15,Summer
3466,2011-05-29,2,0,5,7,0,0,0,2,30,Summer
3467,2011-05-29,2,0,5,8,0,0,0,2,96,Summer
3468,2011-05-29,2,0,5,9,0,0,0,2,152,Summer
3469,2011-05-29,2,0,5,10,0,0,0,2,251,Summer
3470,2011-05-29,2,0,5,11,0,0,0,2,319,Summer
3471,2011-05-29,2,0,5,12,0,0,0,2,402,Summer
